Name,Preparation Method,Preparation Time (Minutes),Country,Category,Ingredients,Rating,Ingredient Count,Cost Price (EGP),Selling Price (EGP)
Falafel 568,Blend chickpeas and fry into balls.,141,Italy,Dessert,"Chickpeas, Garlic, Parsley, Spices",3.0,4,67,83
Taco 948,"Fill tortilla with protein, veggies, and sauce.",146,China,Appetizer,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.5,5,58,137
Croissant 482,"Prepare layered dough with butter, shape, and bake.",70,Spain,Breakfast,"Flour, Butter, Milk, Yeast",3.4,4,26,73
Hamburger 322,"Grill beef patty, add toppings and sandwich in bun.",106,China,Snack,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.8,5,51,50
Falafel 941,Blend chickpeas and fry into balls.,110,India,Dessert,"Chickpeas, Garlic, Parsley, Spices",3.4,4,55,128
Pasta 621,Cook pasta with sauce and mix ingredients.,119,China,Appetizer,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.1,4,62,55
Falafel 288,Blend chickpeas and fry into balls.,23,Thailand,Soup,"Chickpeas, Garlic, Parsley, Spices",4.0,4,37,73
Croissant 392,"Prepare layered dough with butter, shape, and bake.",84,Italy,Main Course,"Flour, Butter, Milk, Yeast",4.1,4,71,115
Hamburger 375,"Grill beef patty, add toppings and sandwich in bun.",26,Mexico,Soup,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.3,5,30,50
Croissant 979,"Prepare layered dough with butter, shape, and bake.",132,Mexico,Breakfast,"Flour, Butter, Milk, Yeast",3.6,4,29,65
Taco 824,"Fill tortilla with protein, veggies, and sauce.",117,Japan,Appetizer,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.7,5,69,120
Baklava 770,Layer phyllo dough with nuts and syrup.,38,China,Dessert,"Phyllo Dough, Honey, Nuts, Cinnamon",3.5,4,70,191
Baklava 691,Layer phyllo dough with nuts and syrup.,44,Japan,Dessert,"Phyllo Dough, Honey, Nuts, Cinnamon",3.8,4,99,180
Pancake 149,"Mix batter, cook on griddle, and serve with syrup.",148,France,Soup,"Flour, Eggs, Milk, Syrup",3.6,4,39,64
Taco 257,"Fill tortilla with protein, veggies, and sauce.",119,Thailand,Main Course,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.3,5,23,49
Falafel 814,Blend chickpeas and fry into balls.,83,Turkey,Dessert,"Chickpeas, Garlic, Parsley, Spices",4.9,4,93,98
Baklava 840,Layer phyllo dough with nuts and syrup.,29,France,Appetizer,"Phyllo Dough, Honey, Nuts, Cinnamon",3.0,4,49,148
Taco 996,"Fill tortilla with protein, veggies, and sauce.",84,USA,Snack,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.2,5,52,85
Paella 432,"Cook rice with saffron, seafood, and vegetables.",85,USA,Soup,"Rice, Saffron, Seafood, Bell Peppers",4.8,4,48,55
Croissant 275,"Prepare layered dough with butter, shape, and bake.",56,Thailand,Appetizer,"Flour, Butter, Milk, Yeast",4.1,4,56,144
Paella 664,"Cook rice with saffron, seafood, and vegetables.",128,Spain,Breakfast,"Rice, Saffron, Seafood, Bell Peppers",4.3,4,31,60
Curry 945,Simmer protein or vegetables in spiced sauce.,68,Spain,Soup,"Chicken, Coconut Milk, Spices, Onions",3.5,4,43,72
Hamburger 929,"Grill beef patty, add toppings and sandwich in bun.",167,Turkey,Breakfast,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.3,5,36,50
Hamburger 510,"Grill beef patty, add toppings and sandwich in bun.",172,Mexico,Dessert,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.1,5,68,50
Paella 27,"Cook rice with saffron, seafood, and vegetables.",132,Japan,Snack,"Rice, Saffron, Seafood, Bell Peppers",4.5,4,46,86
Falafel 303,Blend chickpeas and fry into balls.,33,Thailand,Main Course,"Chickpeas, Garlic, Parsley, Spices",3.7,4,55,127
Falafel 410,Blend chickpeas and fry into balls.,165,Thailand,Dessert,"Chickpeas, Garlic, Parsley, Spices",4.6,4,80,161
Baklava 841,Layer phyllo dough with nuts and syrup.,31,Spain,Appetizer,"Phyllo Dough, Honey, Nuts, Cinnamon",4.5,4,80,144
Pancake 103,"Mix batter, cook on griddle, and serve with syrup.",50,Italy,Main Course,"Flour, Eggs, Milk, Syrup",4.8,4,30,124
Curry 427,Simmer protein or vegetables in spiced sauce.,167,Mexico,Dessert,"Chicken, Coconut Milk, Spices, Onions",4.2,4,50,198
Taco 313,"Fill tortilla with protein, veggies, and sauce.",180,France,Snack,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.9,5,38,57
Pancake 772,"Mix batter, cook on griddle, and serve with syrup.",141,Mexico,Soup,"Flour, Eggs, Milk, Syrup",4.6,4,40,61
Paella 578,"Cook rice with saffron, seafood, and vegetables.",16,Middle East,Dessert,"Rice, Saffron, Seafood, Bell Peppers",3.2,4,94,123
Pasta 275,Cook pasta with sauce and mix ingredients.,123,Italy,Soup,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.9,4,41,77
Baklava 424,Layer phyllo dough with nuts and syrup.,23,Japan,Appetizer,"Phyllo Dough, Honey, Nuts, Cinnamon",3.0,4,36,115
Pancake 735,"Mix batter, cook on griddle, and serve with syrup.",85,Italy,Appetizer,"Flour, Eggs, Milk, Syrup",4.6,4,38,52
Pasta 877,Cook pasta with sauce and mix ingredients.,145,Turkey,Main Course,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.0,4,30,54
Croissant 976,"Prepare layered dough with butter, shape, and bake.",25,China,Soup,"Flour, Butter, Milk, Yeast",4.6,4,42,45
Falafel 421,Blend chickpeas and fry into balls.,163,Japan,Soup,"Chickpeas, Garlic, Parsley, Spices",4.6,4,36,52
Falafel 613,Blend chickpeas and fry into balls.,61,India,Soup,"Chickpeas, Garlic, Parsley, Spices",4.2,4,38,48
Taco 433,"Fill tortilla with protein, veggies, and sauce.",122,Turkey,Breakfast,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.8,5,46,58
Pancake 503,"Mix batter, cook on griddle, and serve with syrup.",91,Thailand,Breakfast,"Flour, Eggs, Milk, Syrup",4.0,4,53,98
Paella 974,"Cook rice with saffron, seafood, and vegetables.",144,Spain,Main Course,"Rice, Saffron, Seafood, Bell Peppers",3.1,4,55,47
Pancake 388,"Mix batter, cook on griddle, and serve with syrup.",15,Middle East,Dessert,"Flour, Eggs, Milk, Syrup",3.9,4,112,123
Pasta 924,Cook pasta with sauce and mix ingredients.,35,Thailand,Soup,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.5,4,35,40
Hamburger 742,"Grill beef patty, add toppings and sandwich in bun.",68,China,Snack,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.5,5,43,50
Falafel 624,Blend chickpeas and fry into balls.,68,India,Soup,"Chickpeas, Garlic, Parsley, Spices",3.7,4,47,56
Curry 245,Simmer protein or vegetables in spiced sauce.,11,France,Soup,"Chicken, Coconut Milk, Spices, Onions",3.8,4,34,42
Pancake 506,"Mix batter, cook on griddle, and serve with syrup.",13,Japan,Snack,"Flour, Eggs, Milk, Syrup",3.5,4,39,67
Falafel 450,Blend chickpeas and fry into balls.,81,Spain,Breakfast,"Chickpeas, Garlic, Parsley, Spices",4.1,4,59,92
Hamburger 962,"Grill beef patty, add toppings and sandwich in bun.",116,France,Breakfast,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.1,5,36,50
Croissant 811,"Prepare layered dough with butter, shape, and bake.",64,France,Main Course,"Flour, Butter, Milk, Yeast",4.7,4,76,129
Pancake 232,"Mix batter, cook on griddle, and serve with syrup.",30,India,Snack,"Flour, Eggs, Milk, Syrup",4.6,4,34,53
Paella 34,"Cook rice with saffron, seafood, and vegetables.",48,France,Snack,"Rice, Saffron, Seafood, Bell Peppers",3.8,4,43,80
Pancake 817,"Mix batter, cook on griddle, and serve with syrup.",16,France,Main Course,"Flour, Eggs, Milk, Syrup",3.8,4,80,134
Baklava 446,Layer phyllo dough with nuts and syrup.,11,Spain,Snack,"Phyllo Dough, Honey, Nuts, Cinnamon",4.4,4,69,59
Hamburger 126,"Grill beef patty, add toppings and sandwich in bun.",167,Italy,Main Course,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.7,5,77,50
Croissant 604,"Prepare layered dough with butter, shape, and bake.",154,Japan,Soup,"Flour, Butter, Milk, Yeast",3.4,4,48,50
Pancake 375,"Mix batter, cook on griddle, and serve with syrup.",118,Middle East,Breakfast,"Flour, Eggs, Milk, Syrup",3.2,4,29,93
Falafel 187,Blend chickpeas and fry into balls.,148,Italy,Appetizer,"Chickpeas, Garlic, Parsley, Spices",3.5,4,24,120
Baklava 569,Layer phyllo dough with nuts and syrup.,113,Mexico,Main Course,"Phyllo Dough, Honey, Nuts, Cinnamon",3.7,4,50,125
Baklava 189,Layer phyllo dough with nuts and syrup.,82,France,Main Course,"Phyllo Dough, Honey, Nuts, Cinnamon",3.5,4,45,97
Paella 217,"Cook rice with saffron, seafood, and vegetables.",56,India,Appetizer,"Rice, Saffron, Seafood, Bell Peppers",4.8,4,64,77
Taco 284,"Fill tortilla with protein, veggies, and sauce.",13,Spain,Appetizer,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.0,5,78,66
Paella 917,"Cook rice with saffron, seafood, and vegetables.",75,Turkey,Main Course,"Rice, Saffron, Seafood, Bell Peppers",4.0,4,50,52
Baklava 643,Layer phyllo dough with nuts and syrup.,159,Thailand,Soup,"Phyllo Dough, Honey, Nuts, Cinnamon",4.2,4,45,72
Croissant 692,"Prepare layered dough with butter, shape, and bake.",141,Middle East,Appetizer,"Flour, Butter, Milk, Yeast",3.3,4,42,46
Taco 121,"Fill tortilla with protein, veggies, and sauce.",66,India,Breakfast,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.3,5,32,81
Hamburger 284,"Grill beef patty, add toppings and sandwich in bun.",86,Japan,Breakfast,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.3,5,36,50
Paella 791,"Cook rice with saffron, seafood, and vegetables.",81,Mexico,Snack,"Rice, Saffron, Seafood, Bell Peppers",4.3,4,58,60
Pasta 25,Cook pasta with sauce and mix ingredients.,103,Italy,Soup,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.3,4,22,56
Falafel 216,Blend chickpeas and fry into balls.,39,China,Dessert,"Chickpeas, Garlic, Parsley, Spices",3.9,4,81,186
Pancake 780,"Mix batter, cook on griddle, and serve with syrup.",148,Japan,Appetizer,"Flour, Eggs, Milk, Syrup",3.4,4,63,130
Croissant 886,"Prepare layered dough with butter, shape, and bake.",138,India,Soup,"Flour, Butter, Milk, Yeast",4.5,4,46,66
Hamburger 760,"Grill beef patty, add toppings and sandwich in bun.",115,China,Snack,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.9,5,42,50
Baklava 130,Layer phyllo dough with nuts and syrup.,42,Mexico,Breakfast,"Phyllo Dough, Honey, Nuts, Cinnamon",4.6,4,34,85
Taco 164,"Fill tortilla with protein, veggies, and sauce.",119,France,Breakfast,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.3,5,29,72
Pasta 142,Cook pasta with sauce and mix ingredients.,138,Middle East,Main Course,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.6,4,63,47
Hamburger 698,"Grill beef patty, add toppings and sandwich in bun.",131,Spain,Dessert,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.0,5,110,50
Taco 313,"Fill tortilla with protein, veggies, and sauce.",67,France,Breakfast,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.1,5,30,71
Taco 437,"Fill tortilla with protein, veggies, and sauce.",44,India,Appetizer,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.9,5,37,123
Curry 493,Simmer protein or vegetables in spiced sauce.,60,Italy,Dessert,"Chicken, Coconut Milk, Spices, Onions",4.0,4,63,144
Pancake 880,"Mix batter, cook on griddle, and serve with syrup.",100,USA,Appetizer,"Flour, Eggs, Milk, Syrup",4.7,4,74,47
Falafel 177,Blend chickpeas and fry into balls.,90,Middle East,Soup,"Chickpeas, Garlic, Parsley, Spices",3.4,4,28,79
Pancake 727,"Mix batter, cook on griddle, and serve with syrup.",110,Turkey,Appetizer,"Flour, Eggs, Milk, Syrup",4.0,4,40,88
Taco 437,"Fill tortilla with protein, veggies, and sauce.",72,Thailand,Breakfast,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.9,5,59,87
Hamburger 687,"Grill beef patty, add toppings and sandwich in bun.",29,Japan,Appetizer,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.3,5,69,50
Pancake 570,"Mix batter, cook on griddle, and serve with syrup.",160,Turkey,Breakfast,"Flour, Eggs, Milk, Syrup",4.2,4,36,70
Pasta 134,Cook pasta with sauce and mix ingredients.,31,USA,Dessert,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.7,4,89,92
Falafel 451,Blend chickpeas and fry into balls.,104,China,Appetizer,"Chickpeas, Garlic, Parsley, Spices",4.1,4,71,66
Croissant 238,"Prepare layered dough with butter, shape, and bake.",80,Mexico,Appetizer,"Flour, Butter, Milk, Yeast",4.3,4,30,102
Curry 907,Simmer protein or vegetables in spiced sauce.,40,Thailand,Soup,"Chicken, Coconut Milk, Spices, Onions",3.7,4,46,66
Croissant 668,"Prepare layered dough with butter, shape, and bake.",133,Spain,Main Course,"Flour, Butter, Milk, Yeast",4.6,4,49,67
Taco 854,"Fill tortilla with protein, veggies, and sauce.",163,China,Main Course,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.9,5,78,79
Baklava 127,Layer phyllo dough with nuts and syrup.,156,USA,Breakfast,"Phyllo Dough, Honey, Nuts, Cinnamon",4.3,4,51,92
Hamburger 552,"Grill beef patty, add toppings and sandwich in bun.",84,USA,Dessert,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.0,5,104,50
Pasta 926,Cook pasta with sauce and mix ingredients.,86,Thailand,Appetizer,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.8,4,38,42
Pancake 209,"Mix batter, cook on griddle, and serve with syrup.",122,Middle East,Breakfast,"Flour, Eggs, Milk, Syrup",4.5,4,49,97
Croissant 89,"Prepare layered dough with butter, shape, and bake.",43,France,Appetizer,"Flour, Butter, Milk, Yeast",4.0,4,55,95
Curry 394,Simmer protein or vegetables in spiced sauce.,108,Italy,Snack,"Chicken, Coconut Milk, Spices, Onions",3.1,4,52,93
Pancake 414,"Mix batter, cook on griddle, and serve with syrup.",158,China,Appetizer,"Flour, Eggs, Milk, Syrup",4.4,4,26,134
Curry 49,Simmer protein or vegetables in spiced sauce.,13,France,Breakfast,"Chicken, Coconut Milk, Spices, Onions",4.8,4,27,62
Baklava 887,Layer phyllo dough with nuts and syrup.,112,Japan,Soup,"Phyllo Dough, Honey, Nuts, Cinnamon",3.6,4,33,51
Falafel 282,Blend chickpeas and fry into balls.,135,China,Soup,"Chickpeas, Garlic, Parsley, Spices",3.7,4,21,60
Taco 39,"Fill tortilla with protein, veggies, and sauce.",138,Thailand,Dessert,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.5,5,82,80
Taco 33,"Fill tortilla with protein, veggies, and sauce.",113,Japan,Soup,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.7,5,48,54
Croissant 19,"Prepare layered dough with butter, shape, and bake.",113,Middle East,Dessert,"Flour, Butter, Milk, Yeast",3.5,4,89,176
Taco 620,"Fill tortilla with protein, veggies, and sauce.",140,Mexico,Breakfast,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.1,5,44,86
Pasta 613,Cook pasta with sauce and mix ingredients.,133,China,Dessert,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.0,4,86,187
Curry 897,Simmer protein or vegetables in spiced sauce.,76,Spain,Snack,"Chicken, Coconut Milk, Spices, Onions",3.6,4,68,74
Falafel 888,Blend chickpeas and fry into balls.,88,China,Main Course,"Chickpeas, Garlic, Parsley, Spices",4.9,4,29,81
Curry 944,Simmer protein or vegetables in spiced sauce.,168,Thailand,Dessert,"Chicken, Coconut Milk, Spices, Onions",3.8,4,96,172
Pancake 755,"Mix batter, cook on griddle, and serve with syrup.",53,China,Main Course,"Flour, Eggs, Milk, Syrup",4.5,4,42,116
Curry 972,Simmer protein or vegetables in spiced sauce.,150,Italy,Breakfast,"Chicken, Coconut Milk, Spices, Onions",3.8,4,30,74
Pancake 162,"Mix batter, cook on griddle, and serve with syrup.",40,Spain,Snack,"Flour, Eggs, Milk, Syrup",4.1,4,55,88
Paella 171,"Cook rice with saffron, seafood, and vegetables.",76,Mexico,Snack,"Rice, Saffron, Seafood, Bell Peppers",4.5,4,38,73
Paella 61,"Cook rice with saffron, seafood, and vegetables.",65,India,Soup,"Rice, Saffron, Seafood, Bell Peppers",3.0,4,34,57
Croissant 168,"Prepare layered dough with butter, shape, and bake.",167,India,Main Course,"Flour, Butter, Milk, Yeast",3.9,4,76,50
Pasta 472,Cook pasta with sauce and mix ingredients.,105,Italy,Main Course,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.0,4,24,68
Pancake 394,"Mix batter, cook on griddle, and serve with syrup.",166,Middle East,Main Course,"Flour, Eggs, Milk, Syrup",3.2,4,61,136
Paella 394,"Cook rice with saffron, seafood, and vegetables.",125,Mexico,Soup,"Rice, Saffron, Seafood, Bell Peppers",3.9,4,37,54
Pancake 987,"Mix batter, cook on griddle, and serve with syrup.",105,Thailand,Soup,"Flour, Eggs, Milk, Syrup",3.5,4,24,74
Pancake 762,"Mix batter, cook on griddle, and serve with syrup.",53,USA,Appetizer,"Flour, Eggs, Milk, Syrup",3.9,4,79,60
Pasta 861,Cook pasta with sauce and mix ingredients.,156,Mexico,Appetizer,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.2,4,57,46
Hamburger 712,"Grill beef patty, add toppings and sandwich in bun.",52,Middle East,Snack,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.5,5,59,50
Pancake 445,"Mix batter, cook on griddle, and serve with syrup.",110,Middle East,Snack,"Flour, Eggs, Milk, Syrup",4.5,4,42,63
Curry 332,Simmer protein or vegetables in spiced sauce.,118,Italy,Main Course,"Chicken, Coconut Milk, Spices, Onions",3.6,4,67,129
Croissant 813,"Prepare layered dough with butter, shape, and bake.",64,Spain,Breakfast,"Flour, Butter, Milk, Yeast",3.5,4,28,50
Pancake 204,"Mix batter, cook on griddle, and serve with syrup.",141,India,Appetizer,"Flour, Eggs, Milk, Syrup",4.7,4,45,112
Pancake 905,"Mix batter, cook on griddle, and serve with syrup.",143,Turkey,Dessert,"Flour, Eggs, Milk, Syrup",3.9,4,97,174
Croissant 261,"Prepare layered dough with butter, shape, and bake.",61,Middle East,Dessert,"Flour, Butter, Milk, Yeast",4.5,4,93,200
Baklava 96,Layer phyllo dough with nuts and syrup.,55,USA,Snack,"Phyllo Dough, Honey, Nuts, Cinnamon",3.8,4,50,87
Falafel 7,Blend chickpeas and fry into balls.,76,India,Soup,"Chickpeas, Garlic, Parsley, Spices",3.4,4,32,48
Pasta 985,Cook pasta with sauce and mix ingredients.,133,Thailand,Dessert,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.8,4,70,165
Pasta 261,Cook pasta with sauce and mix ingredients.,142,Turkey,Main Course,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.8,4,50,134
Pasta 575,Cook pasta with sauce and mix ingredients.,87,Mexico,Snack,"Pasta, Tomato Sauce, Cheese, Olive Oil",5.0,4,66,100
Taco 959,"Fill tortilla with protein, veggies, and sauce.",170,Spain,Dessert,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.3,5,91,123
Croissant 856,"Prepare layered dough with butter, shape, and bake.",129,Mexico,Breakfast,"Flour, Butter, Milk, Yeast",3.3,4,59,82
Curry 488,Simmer protein or vegetables in spiced sauce.,110,Italy,Soup,"Chicken, Coconut Milk, Spices, Onions",3.0,4,47,67
Curry 880,Simmer protein or vegetables in spiced sauce.,142,Middle East,Main Course,"Chicken, Coconut Milk, Spices, Onions",4.7,4,31,120
Hamburger 27,"Grill beef patty, add toppings and sandwich in bun.",65,Thailand,Main Course,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.6,5,50,50
Hamburger 457,"Grill beef patty, add toppings and sandwich in bun.",67,Mexico,Breakfast,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.3,5,34,50
Paella 911,"Cook rice with saffron, seafood, and vegetables.",165,Thailand,Appetizer,"Rice, Saffron, Seafood, Bell Peppers",3.5,4,52,41
Pasta 407,Cook pasta with sauce and mix ingredients.,99,USA,Main Course,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.3,4,70,59
Croissant 575,"Prepare layered dough with butter, shape, and bake.",69,Thailand,Soup,"Flour, Butter, Milk, Yeast",4.3,4,21,74
Taco 797,"Fill tortilla with protein, veggies, and sauce.",179,Thailand,Dessert,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.7,5,92,93
Curry 301,Simmer protein or vegetables in spiced sauce.,42,China,Soup,"Chicken, Coconut Milk, Spices, Onions",4.6,4,40,44
Curry 827,Simmer protein or vegetables in spiced sauce.,103,Spain,Snack,"Chicken, Coconut Milk, Spices, Onions",3.1,4,37,53
Falafel 827,Blend chickpeas and fry into balls.,37,Middle East,Snack,"Chickpeas, Garlic, Parsley, Spices",4.5,4,63,56
Pasta 640,Cook pasta with sauce and mix ingredients.,71,Japan,Main Course,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.2,4,27,127
Curry 489,Simmer protein or vegetables in spiced sauce.,162,India,Snack,"Chicken, Coconut Milk, Spices, Onions",4.0,4,38,63
Taco 756,"Fill tortilla with protein, veggies, and sauce.",113,Mexico,Snack,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.6,5,51,56
Falafel 829,Blend chickpeas and fry into balls.,98,Japan,Appetizer,"Chickpeas, Garlic, Parsley, Spices",4.1,4,52,133
Paella 3,"Cook rice with saffron, seafood, and vegetables.",20,Mexico,Main Course,"Rice, Saffron, Seafood, Bell Peppers",4.2,4,41,145
Taco 592,"Fill tortilla with protein, veggies, and sauce.",107,Turkey,Main Course,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.8,5,44,95
Croissant 854,"Prepare layered dough with butter, shape, and bake.",128,China,Appetizer,"Flour, Butter, Milk, Yeast",4.3,4,36,62
Croissant 64,"Prepare layered dough with butter, shape, and bake.",148,India,Snack,"Flour, Butter, Milk, Yeast",4.9,4,39,80
Croissant 655,"Prepare layered dough with butter, shape, and bake.",85,France,Soup,"Flour, Butter, Milk, Yeast",3.4,4,24,79
Pancake 670,"Mix batter, cook on griddle, and serve with syrup.",98,USA,Snack,"Flour, Eggs, Milk, Syrup",4.1,4,32,80
Croissant 363,"Prepare layered dough with butter, shape, and bake.",165,France,Snack,"Flour, Butter, Milk, Yeast",3.4,4,42,58
Paella 687,"Cook rice with saffron, seafood, and vegetables.",27,USA,Soup,"Rice, Saffron, Seafood, Bell Peppers",4.5,4,32,50
Croissant 567,"Prepare layered dough with butter, shape, and bake.",24,Thailand,Dessert,"Flour, Butter, Milk, Yeast",4.5,4,116,152
Croissant 697,"Prepare layered dough with butter, shape, and bake.",35,Japan,Appetizer,"Flour, Butter, Milk, Yeast",4.3,4,50,131
Curry 540,Simmer protein or vegetables in spiced sauce.,148,India,Soup,"Chicken, Coconut Milk, Spices, Onions",4.2,4,48,51
Paella 893,"Cook rice with saffron, seafood, and vegetables.",122,China,Snack,"Rice, Saffron, Seafood, Bell Peppers",3.7,4,66,78
Baklava 762,Layer phyllo dough with nuts and syrup.,58,France,Appetizer,"Phyllo Dough, Honey, Nuts, Cinnamon",3.1,4,31,109
Curry 730,Simmer protein or vegetables in spiced sauce.,16,France,Dessert,"Chicken, Coconut Milk, Spices, Onions",3.2,4,96,166
Curry 73,Simmer protein or vegetables in spiced sauce.,66,Spain,Breakfast,"Chicken, Coconut Milk, Spices, Onions",4.5,4,45,62
Hamburger 120,"Grill beef patty, add toppings and sandwich in bun.",61,France,Breakfast,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.0,5,30,50
Pancake 208,"Mix batter, cook on griddle, and serve with syrup.",16,Spain,Dessert,"Flour, Eggs, Milk, Syrup",3.9,4,86,131
Croissant 427,"Prepare layered dough with butter, shape, and bake.",45,China,Appetizer,"Flour, Butter, Milk, Yeast",4.7,4,30,116
Taco 330,"Fill tortilla with protein, veggies, and sauce.",83,Turkey,Dessert,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.8,5,53,96
Pancake 317,"Mix batter, cook on griddle, and serve with syrup.",64,France,Appetizer,"Flour, Eggs, Milk, Syrup",4.0,4,78,121
Croissant 897,"Prepare layered dough with butter, shape, and bake.",34,Turkey,Breakfast,"Flour, Butter, Milk, Yeast",4.7,4,59,95
Pasta 553,Cook pasta with sauce and mix ingredients.,15,Mexico,Appetizer,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.5,4,68,118
Pancake 321,"Mix batter, cook on griddle, and serve with syrup.",103,Mexico,Snack,"Flour, Eggs, Milk, Syrup",4.4,4,48,65
Paella 241,"Cook rice with saffron, seafood, and vegetables.",59,USA,Dessert,"Rice, Saffron, Seafood, Bell Peppers",4.4,4,78,183
Croissant 271,"Prepare layered dough with butter, shape, and bake.",153,Japan,Breakfast,"Flour, Butter, Milk, Yeast",4.2,4,41,86
Pasta 359,Cook pasta with sauce and mix ingredients.,135,USA,Snack,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.8,4,61,58
Pasta 314,Cook pasta with sauce and mix ingredients.,20,China,Main Course,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.4,4,47,67
Falafel 189,Blend chickpeas and fry into balls.,53,Spain,Breakfast,"Chickpeas, Garlic, Parsley, Spices",4.2,4,44,56
Paella 634,"Cook rice with saffron, seafood, and vegetables.",56,Middle East,Dessert,"Rice, Saffron, Seafood, Bell Peppers",3.8,4,84,111
Taco 916,"Fill tortilla with protein, veggies, and sauce.",69,USA,Main Course,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.6,5,33,134
Pancake 409,"Mix batter, cook on griddle, and serve with syrup.",30,Mexico,Main Course,"Flour, Eggs, Milk, Syrup",3.1,4,45,123
Falafel 598,Blend chickpeas and fry into balls.,127,China,Main Course,"Chickpeas, Garlic, Parsley, Spices",4.8,4,42,118
Falafel 480,Blend chickpeas and fry into balls.,151,Spain,Main Course,"Chickpeas, Garlic, Parsley, Spices",5.0,4,55,86
Curry 248,Simmer protein or vegetables in spiced sauce.,49,Turkey,Dessert,"Chicken, Coconut Milk, Spices, Onions",4.9,4,76,139
Pancake 423,"Mix batter, cook on griddle, and serve with syrup.",25,China,Dessert,"Flour, Eggs, Milk, Syrup",4.0,4,74,120
Falafel 860,Blend chickpeas and fry into balls.,36,Spain,Breakfast,"Chickpeas, Garlic, Parsley, Spices",4.9,4,57,73
Paella 501,"Cook rice with saffron, seafood, and vegetables.",57,China,Snack,"Rice, Saffron, Seafood, Bell Peppers",3.3,4,56,91
Paella 930,"Cook rice with saffron, seafood, and vegetables.",140,Middle East,Appetizer,"Rice, Saffron, Seafood, Bell Peppers",3.2,4,74,147
Pancake 2,"Mix batter, cook on griddle, and serve with syrup.",114,Middle East,Appetizer,"Flour, Eggs, Milk, Syrup",4.4,4,42,67
Pancake 920,"Mix batter, cook on griddle, and serve with syrup.",40,Mexico,Dessert,"Flour, Eggs, Milk, Syrup",3.1,4,110,179
Curry 392,Simmer protein or vegetables in spiced sauce.,34,Italy,Appetizer,"Chicken, Coconut Milk, Spices, Onions",4.6,4,55,41
Baklava 773,Layer phyllo dough with nuts and syrup.,106,Italy,Appetizer,"Phyllo Dough, Honey, Nuts, Cinnamon",4.4,4,31,121
Paella 495,"Cook rice with saffron, seafood, and vegetables.",173,USA,Main Course,"Rice, Saffron, Seafood, Bell Peppers",4.9,4,72,144
